Name,Color,Mana Value,CMC,Rarity,Edition (name),Card Type,Power,Toughness,Card Text,Acquired Price,Card Rulings,CardMarket ID,Collector's number,Condition,Creation Date,Currency,Delver Local ID,Edition,Edition (CODE),Edition (code),Edition CODE,Edition [CODE],Edition [code],Edition code,Edition code MTGO,Foil,Foil quantity,Foil/Etched,Frame Type,In DECKs (being used),In LISTs (owned),Is Commander?,Language,List name,Loyalty,MultiverseID,Non-foil quantity,Price,Price (total),Quantity,QuantityX,Reserved List,Scryfall ID,TCGPlayer productID,Tag,Zeros,Artists
"Doomed Dissenter","Black","{1}{B}","2","C","(Innistrad: Crimson Vow)","Creature — Human","1","1","""When Doomed Dissenter dies, create a 2/2 black Zombie creature token.""","0","""""","583552","106","","2022-Dec-18_08:40:39","USD","1136","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540954","1","$0.19","$0.19","1","1x","","f7c0cf16-81ea-45e3-99cc-4424d59bb44b","253723","","0","Campbell White"
"Doomed Dissenter","Black","{1}{B}","2","C","(Innistrad: Crimson Vow)","Creature — Human","1","1","""When Doomed Dissenter dies, create a 2/2 black Zombie creature token.""","0","""""","583552","106","","2022-Dec-18_08:46:09","USD","1167","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540954","1","$0.19","$0.19","1","1x","","f7c0cf16-81ea-45e3-99cc-4424d59bb44b","253723","","0","Campbell White"
"Doomed Dissenter","Black","{1}{B}","2","C","(Innistrad: Crimson Vow)","Creature — Human","1","1","""When Doomed Dissenter dies, create a 2/2 black Zombie creature token.""","0","""""","583552","106","","2022-Dec-18_09:17:32","USD","1333","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540954","1","$0.19","$0.19","1","1x","","f7c0cf16-81ea-45e3-99cc-4424d59bb44b","253723","","0","Campbell White"
"Dormant Grove // Gnarled Grovestrider","Green","{3}{G}","4","U","(Innistrad: Crimson Vow)","Enchantment","0","0","""At the beginning of combat on your turn, put a +1/+1 counter on target creature you control. Then if that creature has toughness 6 or greater, transform Dormant Grove.""","0","""""","581673","198","","2022-Dec-18_09:18:10","USD","1339","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541060","1","$0.25","$0.25","1","1x","","e7d3012e-1798-4f72-8d9a-b2d16f817502","253024","","0","Kekai Kotaki"
"Dread Fugue","Black","{B}","1","U","(Innistrad: Crimson Vow)","Sorcery","0","0","""Cleave {2}{B} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Target player reveals their hand. You choose a nonland card from it [with mana value 2 or less]. That player discards that card.""","0","""• If you cast a spell for its cleave cost, that spell doesn't have any of the text in square brackets while it's on the stack.
• A cleave cost is an alternative cost that's paid instead of the spell's mana cost. Casting a spell for its cleave cost doesn't change the spell's mana value.
• You can't cast a spell for both its cleave cost and another alternative cost. For example, if an effect gives an Alchemist's Retrieval in your graveyard a flashback cost of {U}, you can't cast it from your graveyard for its cleave cost.
• If an effect allows you to “cast a spell without paying its mana cost,” you can't cast that spell for its cleave cost.""","581502","107","","2022-Dec-18_08:11:03","USD","964","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540955","1","$0.20","$0.20","1","1x","","0ad4c472-b8ce-4ae0-a6f0-726ea74722c5","252953","","0","Rovina Cai"
"Dreadfeast Demon","Black","{5}{B}{B}","7","R","(Innistrad: Crimson Vow)","Creature — Demon","6","6","""Flying
At the beginning of your end step, sacrifice a non-Demon creature. If you do, create a token that's a copy of Dreadfeast Demon.""","0","""""","581877","108","","2022-Dec-18_08:50:00","USD","1190","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540956","1","$0.35","$0.35","1","1x","","269199ea-2106-4299-ade0-10cce1320434","253045","","0","Andrew Mar"
"Dreadlight Monstrosity","Blue","{4}{U}{U}","6","C","(Innistrad: Crimson Vow)","Creature — Crab Horror","5","5","""Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
{3}{U}{U}: Dreadlight Monstrosity can't be blocked this turn. Activate only if you own a card in exile.""","0","""""","583537","57","","2022-Dec-18_07:41:57","USD","845","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540895","1","$0.11","$0.11","1","1x","","16345278-7565-406b-a958-835081082bc8","253712","","0","Jason Kang"
"Dreadlight Monstrosity","Blue","{4}{U}{U}","6","C","(Innistrad: Crimson Vow)","Creature — Crab Horror","5","5","""Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
{3}{U}{U}: Dreadlight Monstrosity can't be blocked this turn. Activate only if you own a card in exile.""","0","""""","583537","57","","2022-Dec-18_08:40:06","USD","1133","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540895","1","$0.11","$0.11","1","1x","","16345278-7565-406b-a958-835081082bc8","253712","","0","Jason Kang"
"Dreadlight Monstrosity","Blue","{4}{U}{U}","6","C","(Innistrad: Crimson Vow)","Creature — Crab Horror","5","5","""Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
{3}{U}{U}: Dreadlight Monstrosity can't be blocked this turn. Activate only if you own a card in exile.""","0","""""","583537","57","","2022-Dec-18_08:45:43","USD","1164","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540895","1","$0.11","$0.11","1","1x","","16345278-7565-406b-a958-835081082bc8","253712","","0","Jason Kang"
"Dreadlight Monstrosity","Blue","{4}{U}{U}","6","C","(Innistrad: Crimson Vow)","Creature — Crab Horror","5","5","""Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
{3}{U}{U}: Dreadlight Monstrosity can't be blocked this turn. Activate only if you own a card in exile.""","0","""""","583537","57","","2022-Dec-18_09:17:02","USD","1330","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540895","1","$0.11","$0.11","1","1x","","16345278-7565-406b-a958-835081082bc8","253712","","0","Jason Kang"
"Dreamroot Cascade","Land","","0","R","(Innistrad: Crimson Vow)","Land","0","0","""Dreamroot Cascade enters the battlefield tapped unless you control two or more other lands.
{T}: Add {G} or {U}.""","0","""""","581347","262","","2022-Dec-18_08:28:15","USD","1070","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541138","1","$5.83","$5.83","1","1x","","eb604455-c411-414d-a2ef-e7567ee86a4d","252855","","0","Sam Burley"
"Dreamshackle Geist","Blue","{1}{U}{U}","3","R","(Innistrad: Crimson Vow)","Creature — Spirit","3","1","""Flying
At the beginning of combat on your turn, choose up to one —
• Tap target creature.
• Target creature doesn't untap during its controller's next untap step.""","0","""""","583216","58","","2022-Dec-18_08:25:48","USD","1055","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540896","1","$0.33","$0.33","1","1x","","1b81d90b-708a-48c9-a478-e3b0a3d7e982","253679","","0","Andreas Zafiratos"
"Drogskol Infantry // Drogskol Armaments","White","{1}{W}","2","C","(Innistrad: Crimson Vow)","Creature — Spirit Soldier","2","2","""Disturb {3}{W} (You may cast this card from your graveyard transformed for its disturb cost.)""","0","""""","581343","10","","2022-Dec-18_07:42:46","USD","853","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540838","1","$0.10","$0.10","1","1x","","f88e269e-ff3d-4775-8520-5b7a6dddf23d","252880","","0","Cristi Balanescu"
"Drogskol Infantry // Drogskol Armaments","White","{1}{W}","2","C","(Innistrad: Crimson Vow)","Creature — Spirit Soldier","2","2","""Disturb {3}{W} (You may cast this card from your graveyard transformed for its disturb cost.)""","0","""""","581343","10","","2022-Dec-18_08:18:16","USD","1005","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540838","1","$0.10","$0.10","1","1x","","f88e269e-ff3d-4775-8520-5b7a6dddf23d","252880","","0","Cristi Balanescu"
"Drogskol Infantry // Drogskol Armaments","White","{1}{W}","2","C","(Innistrad: Crimson Vow)","Creature — Spirit Soldier","2","2","""Disturb {3}{W} (You may cast this card from your graveyard transformed for its disturb cost.)""","0","""""","581343","10","","2022-Dec-18_08:43:52","USD","1156","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540838","1","$0.10","$0.10","1","1x","","f88e269e-ff3d-4775-8520-5b7a6dddf23d","252880","","0","Cristi Balanescu"
"Drogskol Infantry // Drogskol Armaments","White","{1}{W}","2","C","(Innistrad: Crimson Vow)","Creature — Spirit Soldier","2","2","""Disturb {3}{W} (You may cast this card from your graveyard transformed for its disturb cost.)""","0","""""","581343","10","","2022-Dec-18_08:49:37","USD","1186","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540838","1","$0.10","$0.10","1","1x","","f88e269e-ff3d-4775-8520-5b7a6dddf23d","252880","","0","Cristi Balanescu"
"Edgar, Charmed Groom // Edgar Markov's Coffin","White/Black","{2}{W}{B}","4","R","(Innistrad: Crimson Vow)","Legendary Creature — Vampire Noble","4","4","""Other Vampires you control get +1/+1.
When Edgar, Charmed Groom dies, return it to the battlefield transformed under its owner's control.""","0","""• If a card that isn't a double-faced card is a copy of Edgar, Charmed Groom, it won't return to the battlefield when it dies.""","583197","236","","2022-Dec-18_08:21:19","USD","1025","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541109","1","$0.87","$0.87","1","1x","","63ba8eef-b834-4031-b0a1-0f8505d53813","253574","","0","Volkan Baǵa"
"End the Festivities","Red","{R}","1","C","(Innistrad: Crimson Vow)","Sorcery","0","0","""End the Festivities deals 1 damage to each opponent and each creature and planeswalker they control.""","0","""""","583563","155","","2022-Dec-18_07:45:51","USD","867","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541010","1","$0.80","$0.80","1","1x","","bec748e6-7245-4a71-aeee-cefed8346948","253770","","0","Chris Rallis"
"End the Festivities","Red","{R}","1","C","(Innistrad: Crimson Vow)","Sorcery","0","0","""End the Festivities deals 1 damage to each opponent and each creature and planeswalker they control.""","0","""""","583563","155","","2022-Dec-18_07:49:14","USD","882","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541010","1","$0.80","$0.80","1","1x","","bec748e6-7245-4a71-aeee-cefed8346948","253770","","0","Chris Rallis"
"End the Festivities","Red","{R}","1","C","(Innistrad: Crimson Vow)","Sorcery","0","0","""End the Festivities deals 1 damage to each opponent and each creature and planeswalker they control.""","0","""""","583563","155","","2022-Dec-18_08:21:03","USD","1020","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541010","1","$0.80","$0.80","1","1x","","bec748e6-7245-4a71-aeee-cefed8346948","253770","","0","Chris Rallis"
"End the Festivities","Red","{R}","1","C","(Innistrad: Crimson Vow)","Sorcery","0","0","""End the Festivities deals 1 damage to each opponent and each creature and planeswalker they control.""","0","""""","583563","155","","2022-Dec-18_09:12:23","USD","1305","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541010","1","$0.80","$0.80","1","1x","","bec748e6-7245-4a71-aeee-cefed8346948","253770","","0","Chris Rallis"
"Endless Sands","Land","","0","R","(Commander 2020)","Land — Desert","0","0","""{T}: Add {C}.
{2}, {T}: Exile target creature you control.
{4}, {T}, Sacrifice Endless Sands: Return each creature card exiled with Endless Sands to the battlefield under its owner's control.""","0","""• The last ability of Endless Sands returns only creature cards exiled by that card. If Endless Sands leaves the battlefield before you activate that ability, the exiled creatures are lost in the dunes forever.
• If you exile a creature that isn’t a creature card with the second ability of Endless Sands (such as a token creature or a land that has become a creature), the third ability won’t return that token or card from exile.
• Desert is a land subtype with no special meaning. It doesn’t grant the land an intrinsic mana ability. Other cards may care about which lands are Deserts.""","454443","272","","2022-Dec-18_08:55:12","USD","1215","Commander 2020","(C20)","(c20)","C20","[C20]","[c20]","C20","c20","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","482900","1","$0.40","$0.40","1","1x","","f436df63-41b9-416d-8e41-035261d4d0cc","212385","","0","Noah Bradley"
"Estwald Shieldbasher","White","{3}{W}","4","C","(Innistrad: Crimson Vow)","Creature — Human Soldier","4","2","""Whenever Estwald Shieldbasher attacks, you may pay {1}. If you do, it gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)""","0","""""","583515","11","","2022-Dec-18_08:12:37","USD","968","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540840","1","$0.10","$0.10","1","1x","","61c7d889-8cc0-4e80-b6d5-d41961820224","253743","","0","Wayne Reynolds"
"Estwald Shieldbasher","White","{3}{W}","4","C","(Innistrad: Crimson Vow)","Creature — Human Soldier","4","2","""Whenever Estwald Shieldbasher attacks, you may pay {1}. If you do, it gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)""","0","""""","583515","11","","2022-Dec-18_08:22:37","USD","1027","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540840","1","$0.10","$0.10","1","1x","","61c7d889-8cc0-4e80-b6d5-d41961820224","253743","","0","Wayne Reynolds"
"Estwald Shieldbasher","White","{3}{W}","4","C","(Innistrad: Crimson Vow)","Creature — Human Soldier","4","2","""Whenever Estwald Shieldbasher attacks, you may pay {1}. If you do, it gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)""","0","""""","583515","11","","2022-Dec-18_09:09:07","USD","1285","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540840","1","$0.10","$0.10","1","1x","","61c7d889-8cc0-4e80-b6d5-d41961820224","253743","","0","Wayne Reynolds"
"Evolving Wilds","Land","","0","C","(Dragons of Tarkir)","Land","0","0","""{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.""","0","""""","273130","248","","2022-Dec-18_07:59:34","USD","927","Dragons of Tarkir","(DTK)","(dtk)","DTK","[DTK]","[dtk]","DTK","dtk","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","394568","1","$0.23","$0.23","1","1x","","eb66398d-afb4-41d9-a8b8-ec115d2ad5f2","96449","","0","Andreas Rocha"
"Evolving Wilds","Land","","0","C","(Dragons of Tarkir)","Land","0","0","""{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.""","0","""""","273130","248","","2022-Dec-18_08:13:23","USD","974","Dragons of Tarkir","(DTK)","(dtk)","DTK","[DTK]","[dtk]","DTK","dtk","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","394568","1","$0.23","$0.23","1","1x","","eb66398d-afb4-41d9-a8b8-ec115d2ad5f2","96449","","0","Andreas Rocha"
"Evolving Wilds","Land","","0","C","(Dragons of Tarkir)","Land","0","0","""{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.""","0","""""","273130","248","","2022-Dec-18_08:20:55","USD","1019","Dragons of Tarkir","(DTK)","(dtk)","DTK","[DTK]","[dtk]","DTK","dtk","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","394568","1","$0.23","$0.23","1","1x","","eb66398d-afb4-41d9-a8b8-ec115d2ad5f2","96449","","0","Andreas Rocha"
"Evolving Wilds","Land","","0","C","(Innistrad: Crimson Vow)","Land","0","0","""{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.""","0","""""","583586","263","","2022-Dec-18_08:27:46","USD","1064","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541139","1","$0.24","$0.24","1","1x","","e80fe230-745d-42ae-a1f5-a8cc950783d0","253706","","0","Alayna Danner"
"Falkenrath Celebrants","Red","{4}{R}","5","C","(Innistrad: Crimson Vow)","Creature — Vampire","4","4","""Menace (This creature can't be blocked except by two or more creatures.)
When Falkenrath Celebrants enters the battlefield, create two Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")""","0","""""","583591","306","","2022-Dec-18_07:38:59","USD","833","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Showcase","Not Using","Have","","","Innstrad crimson vow","0","545239","1","$0.10","$0.10","1","1x","","6aacc8fa-9440-494b-a3d9-7b1678c5a9f6","253790","","0","Zinna Du"
"Falkenrath Celebrants","Red","{4}{R}","5","C","(Innistrad: Crimson Vow)","Creature — Vampire","4","4","""Menace (This creature can't be blocked except by two or more creatures.)
When Falkenrath Celebrants enters the battlefield, create two Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")""","0","""""","583564","156","","2022-Dec-18_08:15:25","USD","985","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541011","1","$0.11","$0.11","1","1x","","4c3c5778-4760-4a8c-8d8d-693e29a0a74b","253768","","0","Anna Steinbauer"
"Falkenrath Celebrants","Red","{4}{R}","5","C","(Innistrad: Crimson Vow)","Creature — Vampire","4","4","""Menace (This creature can't be blocked except by two or more creatures.)
When Falkenrath Celebrants enters the battlefield, create two Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")""","0","""""","583564","156","","2022-Dec-18_08:43:05","USD","1150","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541011","1","$0.11","$0.11","1","1x","","4c3c5778-4760-4a8c-8d8d-693e29a0a74b","253768","","0","Anna Steinbauer"
"Falkenrath Celebrants","Red","{4}{R}","5","C","(Innistrad: Crimson Vow)","Creature — Vampire","4","4","""Menace (This creature can't be blocked except by two or more creatures.)
When Falkenrath Celebrants enters the battlefield, create two Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")""","0","""""","583564","156","","2022-Dec-18_08:54:30","USD","1209","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541011","1","$0.11","$0.11","1","1x","","4c3c5778-4760-4a8c-8d8d-693e29a0a74b","253768","","0","Anna Steinbauer"
"Fear of Death","Blue","{1}{U}","2","C","(Innistrad: Crimson Vow)","Enchantment — Aura","0","0","""Enchant creature
When Fear of Death enters the battlefield, mill two cards. (Put the top two cards of your library into your graveyard.)
Enchanted creature gets -X/-0, where X is the number of cards in your graveyard.""","0","""""","583538","59","","2022-Dec-18_07:31:00","USD","802","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540897","1","$0.10","$0.10","1","1x","","b81704d2-d555-4894-b36c-6b65d1ebe681","253715","","0","Anato Finnstark"
"Fear of Death","Blue","{1}{U}","2","C","(Innistrad: Crimson Vow)","Enchantment — Aura","0","0","""Enchant creature
When Fear of Death enters the battlefield, mill two cards. (Put the top two cards of your library into your graveyard.)
Enchanted creature gets -X/-0, where X is the number of cards in your graveyard.""","0","""""","583538","59","","2022-Dec-18_08:12:32","USD","967","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540897","1","$0.10","$0.10","1","1x","","b81704d2-d555-4894-b36c-6b65d1ebe681","253715","","0","Anato Finnstark"
"Fear of Death","Blue","{1}{U}","2","C","(Innistrad: Crimson Vow)","Enchantment — Aura","0","0","""Enchant creature
When Fear of Death enters the battlefield, mill two cards. (Put the top two cards of your library into your graveyard.)
Enchanted creature gets -X/-0, where X is the number of cards in your graveyard.""","0","""""","583538","59","","2022-Dec-18_08:32:17","USD","1087","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540897","1","$0.10","$0.10","1","1x","","b81704d2-d555-4894-b36c-6b65d1ebe681","253715","","0","Anato Finnstark"
"Fear of Death","Blue","{1}{U}","2","C","(Innistrad: Crimson Vow)","Enchantment — Aura","0","0","""Enchant creature
When Fear of Death enters the battlefield, mill two cards. (Put the top two cards of your library into your graveyard.)
Enchanted creature gets -X/-0, where X is the number of cards in your graveyard.""","0","""""","583538","59","","2022-Dec-18_09:08:57","USD","1284","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540897","1","$0.10","$0.10","1","1x","","b81704d2-d555-4894-b36c-6b65d1ebe681","253715","","0","Anato Finnstark"
"Fearful Villager // Fearsome Werewolf","Red","{2}{R}","3","C","(Innistrad: Crimson Vow)","Creature — Human Werewolf","2","3","""Menace (This creature can't be blocked except by two or more creatures.)
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)""","0","""""","581684","157","","2022-Dec-18_07:52:10","USD","899","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541012","1","$0.11","$0.11","1","1x","","5eb3a08e-1d31-4ab9-854f-a86b060696ec","253046","","0","Andrew Mar"
"Fearful Villager // Fearsome Werewolf","Red","{2}{R}","3","C","(Innistrad: Crimson Vow)","Creature — Human Werewolf","2","3","""Menace (This creature can't be blocked except by two or more creatures.)
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)""","0","""""","581684","157","","2022-Dec-18_08:37:59","USD","1125","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541012","1","$0.11","$0.11","1","1x","","5eb3a08e-1d31-4ab9-854f-a86b060696ec","253046","","0","Andrew Mar"
"Fearful Villager // Fearsome Werewolf","Red","{2}{R}","3","C","(Innistrad: Crimson Vow)","Creature — Human Werewolf","2","3","""Menace (This creature can't be blocked except by two or more creatures.)
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)""","0","""""","581684","157","","2022-Dec-18_08:58:58","USD","1231","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541012","1","$0.11","$0.11","1","1x","","5eb3a08e-1d31-4ab9-854f-a86b060696ec","253046","","0","Andrew Mar"
"Fearful Villager // Fearsome Werewolf","Red","{2}{R}","3","C","(Innistrad: Crimson Vow)","Creature — Human Werewolf","2","3","""Menace (This creature can't be blocked except by two or more creatures.)
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)""","0","""""","581684","157","","2022-Dec-18_09:15:06","USD","1320","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","541012","1","$0.11","$0.11","1","1x","","5eb3a08e-1d31-4ab9-854f-a86b060696ec","253046","","0","Andrew Mar"
"Fell Stinger","Black","{2}{B}","3","U","(Innistrad: Crimson Vow)","Creature — Zombie Scorpion","3","2","""Deathtouch
Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Fell Stinger exploits a creature, target player draws two cards and loses 2 life.""","0","""""","581370","112","","2022-Dec-18_07:36:46","USD","826","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540960","1","$0.30","$0.30","1","1x","","27347849-6c07-42c0-bee4-74f93d7ad511","252882","","0","Lars Grant-West"
"Fell Stinger","Black","{2}{B}","3","U","(Innistrad: Crimson Vow)","Creature — Zombie Scorpion","3","2","""Deathtouch
Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Fell Stinger exploits a creature, target player draws two cards and loses 2 life.""","0","""""","581370","112","","2022-Dec-18_09:15:23","USD","1323","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540960","1","$0.30","$0.30","1","1x","","27347849-6c07-42c0-bee4-74f93d7ad511","252882","","0","Lars Grant-West"
"Fierce Retribution","White","{1}{W}","2","C","(Innistrad: Crimson Vow)","Instant","0","0","""Cleave {5}{W} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Destroy target [attacking] creature.""","0","""• If you cast a spell for its cleave cost, that spell doesn't have any of the text in square brackets while it's on the stack.
• A cleave cost is an alternative cost that's paid instead of the spell's mana cost. Casting a spell for its cleave cost doesn't change the spell's mana value.
• You can't cast a spell for both its cleave cost and another alternative cost. For example, if an effect gives an Alchemist's Retrieval in your graveyard a flashback cost of {U}, you can't cast it from your graveyard for its cleave cost.
• If an effect allows you to “cast a spell without paying its mana cost,” you can't cast that spell for its cleave cost.""","583516","13","","2022-Dec-18_07:48:37","USD","878","Innistrad: Crimson Vow","(VOW)","(vow)","VOW","[VOW]","[vow]","VOW","vow","","0","","Regular","Not Using","Have","","","Innstrad crimson vow","0","540843","1","$0.14","$0.14","1","1x","","9597b163-5c6b-4f64-b1f1-5f1fa2e23e5d","253745","","0","Sidharth Chaturvedi"
